customer_id,name,gender,age,income,location,dependents,risk_tolerance,existing_policies,health_condition,policy_type,coverage,policy_tenure,payable_insurance_amount,transaction_frequency,average_transaction_amount,investment_goal,claims_history,premium_amount,marital_status,employment_type,industry,loan_obligations,credit_score,savings_amount,monthly_expenses,preferred_payment_mode,policy_claim_frequency,home_ownership,car_ownership,emergency_fund_availability
b13a06dd-1755-4d77-a2f6-84cd3f245498,Jennifer Andersen,Female,63,564005,Davisport,0,High,0,Healthy,Auto,2438001,8,24733,13,399,Education,1,8786.731612384148,Widowed,Retired,IT,464916,855,4364641,148193,Annual,2,Rented,Yes,372791
4a77a079-8405-4016-94f7-34a4ddf226b0,Colleen Davis,Female,24,1937764,Lake Natalieport,0,High,1,High Risk,Health,5402013,15,32929,25,7380,Emergency Fund,0,37982.326899790794,Married,Unemployed,IT,960156,628,3209005,149872,Quarterly,2,Rented,Yes,863920
e74f80ec-250d-4437-95ab-de34f4ed14c4,Carla Porter,Other,59,1065875,Riggsview,1,Medium,3,High Risk,Life,1976239,24,16600,7,9219,Wealth Growth,2,26701.004495493205,Married,Retired,Education,173617,310,1630225,145503,Quarterly,0,Rented,No,819562
a21bd9db-cd5f-4077-bb5d-babeb152ca3e,James Powell,Male,62,922845,South Matthewside,2,Low,1,Pre-existing Condition,Auto,8253449,16,12681,1,8919,Wealth Growth,3,20478.716161980476,Single,Salaried,IT,548547,578,1051886,35174,Annual,0,Rented,Yes,221532
0de46fca-3471-4f80-9bd4-95cf38b0b69c,Craig Meyer,Female,19,1896450,Markstad,2,High,0,High Risk,Life,1124075,4,15583,18,6431,Wealth Growth,4,35929.16628101948,Married,Salaried,IT,446766,874,1628736,135399,Quarterly,0,Owned,Yes,502906
e8026463-f2fb-47be-a29a-d058e1b9e924,Scott Rodriguez,Female,43,672706,Kellyview,1,Low,2,Healthy,Life,7844650,29,13291,25,4394,Emergency Fund,2,13842.600821879894,Married,Unemployed,Healthcare,96907,601,2462737,47122,Annual,0,Rented,No,227554
fd4c5858-5bbe-4ef7-84eb-1b7bdfff06dc,Tina Henderson,Female,36,1302373,New Michelle,1,Low,2,Healthy,Life,7183670,27,6303,25,1529,Education,1,23957.910452776392,Single,Self-Employed,Education,553758,606,1822565,95267,Monthly,3,Rented,Yes,873942
c5ae8319-a329-4a59-8166-f82ffeda8b6b,Cassandra Ramos,Other,62,1341228,East Colton,2,High,1,Healthy,Health,9254245,20,7048,7,8654,Education,0,26728.83627544414,Widowed,Retired,Retail,541741,371,3388546,39478,Quarterly,2,Owned,No,822503
b2706148-2d24-4240-857e-6a3fc24eddb3,Christina Oneal,Female,60,601050,Hendersonmouth,0,Low,0,High Risk,Auto,1415263,19,9617,29,833,Retirement,1,7647.773042003014,Widowed,Unemployed,Manufacturing,613511,314,1725749,57543,Monthly,4,Rented,No,393685
c0de7ebf-c90d-4e4e-92b5-47e54ace57f8,Michael Mcdowell,Other,42,965710,Rhondaside,0,Medium,3+,High Risk,Life,2703287,5,25191,29,8529,Wealth Growth,4,7311.3243586061835,Widowed,Self-Employed,Healthcare,64135,820,236340,178196,Monthly,1,Owned,Yes,271314
00880d9c-a00f-49e4-9d62-83bb5479fd1d,Alexandra Reid,Other,61,862981,Jessicatown,1,Medium,1,Healthy,Auto,7592320,17,14069,12,1312,Education,0,6892.009990820483,Divorced,Retired,Finance,804255,641,1185029,84613,Quarterly,3,Owned,Yes,66582
c8d4a4e3-63ef-4ddd-a4ed-e4db84c12ec3,Martha Green,Other,51,971441,Jadeton,3,Medium,3,High Risk,Auto,5607008,27,46873,22,4803,Retirement,1,21325.8480170576,Widowed,Retired,Finance,401932,336,1741452,174257,Annual,1,Rented,Yes,263544
bfe4b0bb-ad46-46b1-bf94-8f905b481b8b,Jay Montgomery,Other,56,1373920,Michaelmouth,2,Low,2,Healthy,Home,80944,1,39395,6,1585,Retirement,1,27767.621755386626,Married,Salaried,Finance,275930,790,3385799,175703,Quarterly,2,Owned,No,847756
751cbd3c-2666-4758-afa2-3d2dfa6f255d,Angela Smith,Other,38,1688399,Carrborough,3,Medium,3+,Pre-existing Condition,Health,1843006,1,35177,8,1234,Emergency Fund,0,30306.95852819687,Married,Unemployed,Manufacturing,608446,833,4785145,104763,Quarterly,1,Rented,Yes,528506
991bf7fc-e0f3-4703-8f08-37e56705f534,Lance Hayes,Male,52,1961634,New Donald,1,Low,1,High Risk,Home,5318424,7,35154,21,9719,Retirement,0,37142.46069814613,Single,Unemployed,Education,298259,899,3371840,68341,Quarterly,4,Rented,Yes,945013
4a32bc49-b84b-42f2-951a-62b991aee2ea,Phillip David,Male,46,1189223,Michellestad,2,High,3+,Healthy,Health,7292318,16,31465,29,9158,Wealth Growth,0,26888.70120035799,Divorced,Retired,Education,49483,620,4248513,170492,Quarterly,4,Rented,Yes,602819
ca9b887f-5292-4e5a-83f2-65cd32b35109,Christian Moreno,Female,28,335725,Kanefurt,1,High,2,Healthy,Health,7031351,14,25095,2,2464,Education,0,-263.46389600921975,Married,Self-Employed,Retail,843857,467,4906065,179457,Annual,2,Owned,Yes,177359
f20cf24a-be67-489e-b111-eb528e07da0b,Nicole Wagner,Male,46,508622,West Daniel,0,High,1,Pre-existing Condition,Home,99385,13,38732,19,1569,Retirement,4,9287.98291076838,Single,Self-Employed,Finance,87563,468,1558530,122352,Quarterly,1,Owned,No,57575
6a50af83-00d9-4df3-88e1-f5eb938a76ff,Pamela Powers,Other,26,1160275,New Jon,2,Medium,0,Pre-existing Condition,Auto,4504429,29,27154,6,2435,Education,1,21416.080537718382,Married,Salaried,Healthcare,763804,622,2160112,23881,Annual,2,Owned,No,697466
85fdd07f-f04f-40d3-b20a-727225dffb51,Gilbert Barrett,Female,30,1099657,Drakestad,3,Low,2,Pre-existing Condition,Health,8207668,4,42266,10,3900,Education,0,26020.324979574543,Divorced,Self-Employed,IT,549186,401,4281310,175866,Annual,4,Rented,Yes,335735
b38eeb5e-2b68-4cf2-9a84-233c2dfc6789,James Perez,Other,28,752908,Lake Samantha,3,High,3,High Risk,Home,654759,3,44360,26,3888,Emergency Fund,1,23227.049589357608,Divorced,Retired,Healthcare,36324,698,4557838,41843,Annual,2,Owned,No,692084
3656587a-8366-418a-b3e0-b5ad5114648b,Cheryl Beck,Other,64,1884571,East Isaacview,0,High,3,Healthy,Home,1222075,10,23088,10,9338,Education,0,40049.07702912367,Widowed,Unemployed,IT,918998,659,1882478,59746,Monthly,1,Rented,No,542955
4126b9f6-6f5a-474f-8416-a8fe1fba1df2,Mackenzie Smith,Female,19,1168331,Johnsonhaven,3+,Medium,0,High Risk,Auto,6593738,25,27781,17,9791,Education,2,27701.746317239682,Widowed,Salaried,Healthcare,286708,342,411328,113568,Monthly,4,Rented,No,162603
7626b4a0-f507-4623-a568-2b7989391762,Dr. Paula Dunn MD,Other,59,894227,Rebeccamouth,3+,High,0,Pre-existing Condition,Life,4682695,24,35087,17,3164,Emergency Fund,1,13110.24183191063,Widowed,Self-Employed,IT,426341,664,1530785,87396,Monthly,4,Owned,No,218274
529acfe3-eece-475f-80e5-cdabee43a746,Anthony Davidson,Male,26,806804,Margarethaven,2,Medium,2,Pre-existing Condition,Auto,3973922,24,44660,18,4229,Retirement,3,13360.48505151764,Widowed,Salaried,Manufacturing,71037,574,4012729,155143,Monthly,0,Owned,Yes,319153
d7d163a1-b278-4e82-b576-567cf75e0d2a,Michael Gonzalez,Female,41,1397706,West Karen,3+,Medium,2,Pre-existing Condition,Auto,5206206,9,7689,1,649,Emergency Fund,0,21883.543785681915,Divorced,Salaried,Finance,670272,618,4727186,34618,Quarterly,0,Owned,No,805134
236bffd8-af9b-43ab-bd10-34833eac51ba,Stephanie Castro,Female,32,456201,Shelbyland,3+,High,0,Pre-existing Condition,Health,373665,17,31075,21,9317,Retirement,0,7247.688214687532,Married,Salaried,Manufacturing,833814,508,1399148,124928,Annual,2,Owned,No,242467
d5435ee1-62a3-4a18-b649-20cf58f63bef,Valerie Fisher,Female,40,1703309,Lunaburgh,2,Low,0,Healthy,Life,7486216,5,32451,1,2162,Retirement,1,27325.62999149104,Married,Salaried,Retail,762775,426,4769528,187935,Annual,0,Owned,No,466612
ec3b040e-1146-48f7-85c9-d2fc9224c0d3,Sarah Martinez,Other,47,347426,South Jessicabury,3+,Low,2,High Risk,Auto,3787929,2,9144,27,1822,Emergency Fund,1,5528.920985706721,Single,Salaried,IT,609740,332,1861250,32005,Monthly,1,Owned,Yes,612122
9463c5d7-3f92-4a18-8651-eab6d4c59c7d,Amber Lee,Female,39,1093214,Josephborough,1,High,2,Healthy,Home,8543113,11,34922,1,3214,Wealth Growth,1,18264.979663702015,Single,Self-Employed,Healthcare,853274,689,4591236,181127,Annual,3,Rented,Yes,980338
94ec6dc6-b39a-405e-8489-e7234ef5e2ce,Adam Thompson,Female,59,1259796,Palmerfort,3+,High,2,Healthy,Home,1165828,29,46627,29,7480,Education,4,21023.477519493117,Widowed,Unemployed,Retail,716513,554,306887,171906,Monthly,4,Rented,No,54364
f285e3ba-f640-428d-83f1-915f8895dfc3,Michele Brown,Female,57,1787573,Schultzport,1,High,3+,High Risk,Auto,5876798,5,25237,15,5334,Wealth Growth,4,37400.642428712155,Widowed,Retired,Education,733225,872,194935,147523,Quarterly,3,Rented,Yes,876962
0305d320-0fb2-4be1-b439-3f2a366cba4e,Kevin Wilson,Other,35,397684,Ashleyshire,3,High,0,High Risk,Health,9291423,12,21809,10,901,Emergency Fund,4,8227.648679391252,Divorced,Salaried,Healthcare,933143,561,2354623,20098,Annual,0,Rented,Yes,38375
8d0f5ce4-25ad-410f-aeda-4fc48960c2c8,Andrew Davis,Female,52,868967,Pooleborough,3+,Medium,1,Healthy,Auto,1433937,24,32525,24,6885,Education,3,15733.162983191982,Single,Unemployed,Finance,613766,425,275244,126012,Monthly,2,Owned,No,278815
1ce05497-11d3-4001-a662-79e8c428d8a3,Robert Henry,Other,32,1103310,East Jerryburgh,0,Medium,3,Pre-existing Condition,Life,866493,11,46444,3,1593,Education,3,18959.193256397317,Widowed,Salaried,Healthcare,906072,827,2838939,28754,Monthly,3,Rented,Yes,922460
e9f4fceb-f2c6-40ac-9267-b4421eb95302,Thomas Cameron,Other,64,360612,Rebeccaport,2,Medium,0,High Risk,Auto,2823019,7,18564,18,324,Emergency Fund,1,-1979.7097983571348,Divorced,Salaried,IT,641822,557,3897837,59352,Annual,2,Rented,Yes,372674
eda0c765-2a7a-46b3-8b54-283ae70115fe,Julia Anderson,Female,31,1082440,West Ericaberg,0,Low,3+,High Risk,Home,370870,23,14349,6,6259,Wealth Growth,4,18510.341342099986,Single,Self-Employed,Finance,983504,880,927328,36057,Quarterly,2,Rented,Yes,545556
a71815ce-d7c5-4f21-af35-53f865031797,William Cline,Male,55,807790,Martinezmouth,0,Medium,3+,High Risk,Auto,1045104,7,24700,11,2630,Education,1,17831.962336915738,Divorced,Salaried,Healthcare,736923,557,4079144,63241,Quarterly,4,Owned,No,425426
e3af9b91-cf56-4fd7-a8a0-870de3e58888,Bryan Horton,Other,57,315447,Michaelbury,3,Low,1,Healthy,Auto,9789332,24,32378,1,1175,Education,4,6286.243120966183,Single,Unemployed,Education,29172,732,2715417,29512,Monthly,0,Owned,Yes,11116
4fc0987a-3cc6-473b-a92a-af5d17efd701,Jeff Gordon,Female,26,342564,East Todd,2,Medium,2,Pre-existing Condition,Home,7460880,19,49129,6,9535,Retirement,2,9774.284481853112,Married,Salaried,Manufacturing,884260,638,4156102,90750,Quarterly,0,Owned,No,861130
0298868b-b0c2-4c14-a861-3ad5f3c464f4,Erik Graves,Other,38,474618,North Jacquelineville,3+,Medium,1,High Risk,Auto,8284119,15,29964,22,4803,Retirement,0,1620.7184800521209,Single,Self-Employed,Manufacturing,988437,758,3942553,49885,Annual,0,Owned,No,708258
19b52382-9903-4213-8a8c-f4d39c9f0530,Gregory Coleman,Other,38,1011214,Copelandtown,0,Medium,3+,High Risk,Health,3734025,2,28721,19,5916,Education,0,16420.950951886567,Married,Retired,Education,220282,721,3453963,175864,Monthly,1,Owned,No,828950
1e0dda8d-545b-49c9-b7a2-199db5d58036,Ashley Howard,Male,27,656486,Raymondchester,2,High,3+,Healthy,Life,4798549,21,13086,20,2853,Wealth Growth,4,9679.106310053596,Married,Unemployed,Education,403090,461,4958310,198060,Annual,2,Owned,No,324802
fbf1d87f-6583-4ba7-a32b-d75b73f27e65,Megan Jackson,Male,45,568982,New John,1,Medium,0,High Risk,Home,4459113,28,25886,1,885,Wealth Growth,1,12087.13205861092,Married,Self-Employed,Retail,944259,663,2162309,142476,Annual,0,Owned,Yes,706220
61c0e2c0-fe25-4104-9752-7677d7a1ffcc,Gina Kelley,Other,43,1983358,New Lauraport,3,Low,2,Healthy,Home,8935058,16,41102,7,6255,Education,1,30132.237091455027,Widowed,Retired,Finance,449614,355,1874842,133949,Monthly,3,Owned,No,202397
f16f1997-0596-40a1-b06f-fd28844d1294,Beverly Coleman,Female,40,1896129,Payneside,1,Low,3,High Risk,Auto,3978998,18,13374,26,2037,Education,3,36783.397821745944,Married,Self-Employed,Finance,338004,837,3996923,140508,Monthly,3,Rented,No,13028
a01188fe-17a0-4ae2-ba92-4b7b150386ac,Jill Webster,Other,56,1812845,Lake Kimberly,1,High,0,Pre-existing Condition,Home,6080141,13,34756,5,6360,Emergency Fund,4,29067.068360745758,Single,Unemployed,IT,201664,432,3781071,140303,Monthly,0,Rented,Yes,50282
f41c3c21-9979-473c-bdca-e7b8eb916a61,Ruth Smith,Other,56,1153951,West Jenniferside,0,Medium,3,Healthy,Life,1712615,26,38744,18,5507,Retirement,2,30370.183400234106,Single,Self-Employed,Education,624069,747,462777,24786,Annual,1,Rented,No,641096
b3b760bc-916a-4670-ad9c-35237264b48d,Joshua Potter,Male,61,369532,West Rubentown,2,Low,3+,Pre-existing Condition,Health,9470399,18,39231,23,393,Education,3,5824.335675429172,Married,Salaried,IT,993346,631,3780779,94431,Quarterly,1,Rented,Yes,471531
b62cba0f-60c2-4b04-96b5-8a5c2b512605,Jeffrey Osborne,Male,59,1065760,Port Benjaminside,0,Medium,2,Healthy,Life,1670299,15,47460,16,9688,Retirement,2,21110.82249190299,Widowed,Salaried,Manufacturing,692365,403,3810908,114414,Quarterly,4,Owned,No,32510
c10403f4-257b-4dd2-be4c-6cee7e89e895,James Blake,Female,45,586496,North Bruce,3,High,2,Healthy,Home,5101149,3,15231,11,2108,Retirement,2,16440.27503501319,Widowed,Retired,Retail,302346,582,681339,175477,Monthly,2,Owned,Yes,490470
1fdd7c0f-f5f2-497b-98f8-c06aef79da1d,Lori Wallace,Other,40,1030523,East Mark,0,High,1,Pre-existing Condition,Health,362188,8,19984,28,3880,Wealth Growth,1,20951.06243479054,Married,Salaried,Education,724454,582,4375626,60243,Quarterly,1,Owned,Yes,614090
729d8414-ee3f-49a6-9c4b-d482cb407ddc,Donna Roach,Other,32,1781977,Brianland,3,High,1,Healthy,Health,8066832,5,46148,13,5562,Education,4,35131.62570510208,Divorced,Self-Employed,IT,996552,497,1951973,184387,Monthly,4,Rented,Yes,713813
7a444b12-590c-45b2-8665-db5d818e6d05,Timothy Jordan,Other,28,1242008,East Jon,2,High,1,High Risk,Home,3517186,7,26974,3,7858,Education,0,13517.554325689569,Divorced,Self-Employed,Education,753656,615,967928,188533,Annual,2,Rented,Yes,703228
c39ec1e1-e9f3-474b-a02b-0782428969ff,Brandon Rivera,Other,54,793920,South Luis,2,Low,2,Healthy,Auto,9051326,9,30740,7,8863,Education,3,23856.90917857771,Divorced,Unemployed,IT,341728,468,3950223,130585,Monthly,3,Owned,No,714885
9b06fb43-e056-4957-b795-5ca4dca34137,Jennifer Floyd,Other,54,1238438,New Geraldland,2,Medium,3,Pre-existing Condition,Auto,1113866,4,49972,1,2406,Wealth Growth,2,29552.507213633664,Divorced,Self-Employed,Manufacturing,305381,337,3522916,183061,Quarterly,4,Rented,No,846065
2dc369d2-ead5-4947-88ae-6efcea19b4fb,Heidi Adkins,Male,34,604910,Hornchester,2,Medium,3+,Pre-existing Condition,Life,4195104,25,19694,28,2950,Education,2,8274.830355766917,Divorced,Retired,Retail,416455,400,4959000,105716,Quarterly,0,Rented,No,559948
451e79c0-1a22-4869-a5de-4d82751cd72c,Shannon Richmond,Other,27,1597908,New Aaron,3+,Medium,3+,Pre-existing Condition,Life,5369888,18,37281,3,9512,Education,3,28139.376151014505,Divorced,Retired,Finance,502138,834,4966201,169105,Monthly,0,Owned,Yes,616328
9e84d89e-6029-4599-89cf-b0da2e07178d,Cynthia Miller,Female,62,835055,Lake Rebecca,1,High,1,Healthy,Life,5199551,2,44461,10,3637,Education,2,14921.498638694302,Widowed,Retired,Retail,925433,638,795216,189538,Quarterly,0,Owned,No,574585
a85ad698-ecdd-436d-a4b6-95c608c4e7db,Kevin Smith,Female,29,1708018,Carriehaven,1,Medium,2,Pre-existing Condition,Auto,5404082,13,16127,14,1213,Education,2,35377.28375551214,Married,Retired,Retail,53567,645,305469,59149,Annual,0,Owned,No,662379
569da211-0823-4426-8e3e-e58e50be9d2c,Whitney Guzman,Other,48,847458,South Nathanielchester,0,Low,1,Healthy,Life,807112,16,40472,12,2252,Retirement,3,14897.706020096197,Widowed,Self-Employed,Healthcare,282968,501,4932537,113641,Quarterly,3,Owned,Yes,483190
9a55573a-ad85-4a6e-a13f-b322c75ddc1a,Karl Bauer,Male,35,1629045,Lake Davidport,1,Low,1,Pre-existing Condition,Life,3107435,26,25572,10,2543,Education,4,36419.716890546646,Single,Self-Employed,Finance,113915,398,1311496,110124,Quarterly,2,Rented,No,244689
c14eb316-a6e7-46ef-b18a-cf5240800d8f,Lori Hall,Other,24,789050,West Shelbyburgh,0,Medium,0,High Risk,Health,5587965,1,37372,19,1593,Education,2,13327.98799432722,Divorced,Unemployed,Manufacturing,553830,578,1813026,82759,Monthly,3,Owned,Yes,158060
cd38acea-3569-464f-ab98-0d597799e361,Jason Miranda,Male,26,1958344,Troychester,0,Medium,0,Healthy,Auto,800600,3,39042,11,1803,Emergency Fund,4,41983.20782747418,Married,Retired,IT,188910,612,3650412,83653,Annual,4,Rented,Yes,91691
04ad475c-1127-4171-a1f6-0e86989b6459,Holly Miller,Female,43,1469020,East Jennifer,0,Medium,3,High Risk,Health,8939147,24,28047,21,8401,Retirement,3,23177.861905068232,Widowed,Retired,Education,653505,405,3111652,114965,Monthly,1,Owned,Yes,78803
